╔══════════════════════════════════════════╗
║      IoT Monitoring Server               ║
║      Protocolo pipe-separated text       ║
╚══════════════════════════════════════════╝
  Puerto   : 9000
  Logs     : logs/server.log
  Auth     : localhost:5000
  HTTP API : http://localhost:9000/

[2026-04-03 15:51:09] IP=SERVER             PORT=9000   RX=SERVER_START                                            TX=9000
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36668  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36676  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36682  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36680  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36688  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36696  RX=CONNECTED                                               TX=-
[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|49.86|%|2026-04-03T20:51:11Z    TX=OK DATA

[2026-04-03 15:51:11] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:51:11Z TX=OK DATA

[2026-04-03 15:51:13] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.96|Hz|2026-04-03T20:51:13Z   TX=OK DATA

[2026-04-03 15:51:14] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|59.52|C|2026-04-03T20:51:14Z TX=OK DATA

[2026-04-03 15:51:14] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|636.25|W|2026-04-03T20:51:14Z     TX=OK DATA

[2026-04-03 15:51:14] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|26.67|C|2026-04-03T20:51:14Z TX=OK DATA

[2026-04-03 15:51:15] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:51:15Z TX=OK DATA

[2026-04-03 15:51:15] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|51.17|C|2026-04-03T20:51:15Z TX=OK DATA

[2026-04-03 15:51:16] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|42.21|%|2026-04-03T20:51:16Z    TX=OK DATA

[2026-04-03 15:51:16] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.3|Hz|2026-04-03T20:51:16Z    TX=OK DATA

[2026-04-03 15:51:17] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|25.3|C|2026-04-03T20:51:17Z  TX=OK DATA

[2026-04-03 15:51:17] IP=127.0.0.1          PORT=36680  RX=-                                                       TX=ALERT|HIGH_ENERGY|sensor-04|1475.66|W|threshold=800.0

[2026-04-03 15:51:17] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|1475.66|W|2026-04-03T20:51:17Z    TX=OK DATA

[2026-04-03 15:51:18] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|61.91|C|2026-04-03T20:51:18Z TX=OK DATA

[2026-04-03 15:51:18] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|4.41|Hz|2026-04-03T20:51:18Z   TX=OK DATA

[2026-04-03 15:51:19] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|50.12|%|2026-04-03T20:51:19Z    TX=OK DATA

[2026-04-03 15:51:19] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|FAIL|state|2026-04-03T20:51:19Z TX=OK DATA

[2026-04-03 15:51:19] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|58.86|C|2026-04-03T20:51:19Z TX=OK DATA

[2026-04-03 15:51:19] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:51:19Z                TX=OK HEARTBEAT

[2026-04-03 15:51:19] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|26.44|C|2026-04-03T20:51:19Z TX=OK DATA

[2026-04-03 15:51:20] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.5|Hz|2026-04-03T20:51:20Z    TX=OK DATA

[2026-04-03 15:51:20] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:51:20Z                TX=OK HEARTBEAT

[2026-04-03 15:51:20] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|428.47|W|2026-04-03T20:51:20Z     TX=OK DATA

[2026-04-03 15:51:20] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|51.16|C|2026-04-03T20:51:20Z TX=OK DATA

[2026-04-03 15:51:21] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.91|Hz|2026-04-03T20:51:21Z   TX=OK DATA

[2026-04-03 15:51:21] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|26.19|C|2026-04-03T20:51:21Z TX=OK DATA

[2026-04-03 15:51:21] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:51:21Z                TX=OK HEARTBEAT

[2026-04-03 15:51:21] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|88.65|C|threshold=80.0

[2026-04-03 15:51:21] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|88.65|C|2026-04-03T20:51:21Z TX=OK DATA

[2026-04-03 15:51:22] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|579.71|W|2026-04-03T20:51:22Z     TX=OK DATA

[2026-04-03 15:51:22] IP=127.0.0.1          PORT=36680  RX=HEARTBEAT|sensor-04|2026-04-03T20:51:22Z                TX=OK HEARTBEAT

[2026-04-03 15:51:22] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|84.01|%|2026-04-03T20:51:22Z    TX=OK DATA

[2026-04-03 15:51:23] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|27.26|C|2026-04-03T20:51:23Z TX=OK DATA

[2026-04-03 15:51:23] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|48.15|C|2026-04-03T20:51:23Z TX=OK DATA

[2026-04-03 15:51:23] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:51:23Z TX=OK DATA

[2026-04-03 15:51:23] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.83|Hz|2026-04-03T20:51:23Z   TX=OK DATA

[2026-04-03 15:51:25] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|52.16|%|2026-04-03T20:51:25Z    TX=OK DATA

[2026-04-03 15:51:25] IP=127.0.0.1          PORT=36688  RX=HEARTBEAT|sensor-05|2026-04-03T20:51:25Z                TX=OK HEARTBEAT

[2026-04-03 15:51:25] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|101.27|C|threshold=80.0

[2026-04-03 15:51:25] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|101.27|C|2026-04-03T20:51:25Z TX=OK DATA

[2026-04-03 15:51:25] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|21.05|C|2026-04-03T20:51:25Z TX=OK DATA

[2026-04-03 15:51:25] IP=127.0.0.1          PORT=36668  RX=-                                                       TX=ALERT|HIGH_VIBRATION|sensor-03|9.74|Hz|threshold=7.5

[2026-04-03 15:51:25] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|9.74|Hz|2026-04-03T20:51:25Z   TX=OK DATA

[2026-04-03 15:51:26] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|67.69|C|2026-04-03T20:51:26Z TX=OK DATA

[2026-04-03 15:51:26] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:51:26Z                TX=OK HEARTBEAT

[2026-04-03 15:51:26] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|370.44|W|2026-04-03T20:51:26Z     TX=OK DATA

[2026-04-03 15:51:27] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|51.95|C|2026-04-03T20:51:27Z TX=OK DATA

[2026-04-03 15:51:27] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|57.63|%|2026-04-03T20:51:27Z    TX=OK DATA

[2026-04-03 15:51:28] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|4.43|Hz|2026-04-03T20:51:28Z   TX=OK DATA

[2026-04-03 15:51:28] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:51:28Z TX=OK DATA

[2026-04-03 15:51:28] IP=127.0.0.1          PORT=36696  RX=HEARTBEAT|sensor-06|2026-04-03T20:51:28Z                TX=OK HEARTBEAT

[2026-04-03 15:51:28] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|27.47|C|2026-04-03T20:51:28Z TX=OK DATA

[2026-04-03 15:51:29] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|0.24|Hz|2026-04-03T20:51:29Z   TX=OK DATA

[2026-04-03 15:51:29] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:51:29Z                TX=OK HEARTBEAT

[2026-04-03 15:51:29] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|308.91|W|2026-04-03T20:51:29Z     TX=OK DATA

[2026-04-03 15:51:30] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|43.15|%|2026-04-03T20:51:30Z    TX=OK DATA

[2026-04-03 15:51:30] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|57.28|C|2026-04-03T20:51:30Z TX=OK DATA

[2026-04-03 15:51:30] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|28.74|C|2026-04-03T20:51:30Z TX=OK DATA

[2026-04-03 15:51:31] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|0.52|Hz|2026-04-03T20:51:31Z   TX=OK DATA

[2026-04-03 15:51:32] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|57.08|C|2026-04-03T20:51:32Z TX=OK DATA

[2026-04-03 15:51:32] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:51:32Z TX=OK DATA

[2026-04-03 15:51:32] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|306.53|W|2026-04-03T20:51:32Z     TX=OK DATA

[2026-04-03 15:51:33] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|85.50|C|threshold=80.0

[2026-04-03 15:51:33] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|85.5|C|2026-04-03T20:51:33Z  TX=OK DATA

[2026-04-03 15:51:33] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|28.1|C|2026-04-03T20:51:33Z  TX=OK DATA

[2026-04-03 15:51:33] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:51:33Z                TX=OK HEARTBEAT

[2026-04-03 15:51:33] IP=127.0.0.1          PORT=36668  RX=-                                                       TX=ALERT|HIGH_VIBRATION|sensor-03|11.44|Hz|threshold=7.5

[2026-04-03 15:51:33] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|11.44|Hz|2026-04-03T20:51:33Z  TX=OK DATA

[2026-04-03 15:51:34] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|39.26|%|2026-04-03T20:51:34Z    TX=OK DATA

[2026-04-03 15:51:34] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.8|Hz|2026-04-03T20:51:34Z    TX=OK DATA

[2026-04-03 15:51:35] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|100.54|C|threshold=80.0

[2026-04-03 15:51:35] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|100.54|C|2026-04-03T20:51:35Z TX=OK DATA

[2026-04-03 15:51:35] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:51:35Z                TX=OK HEARTBEAT

[2026-04-03 15:51:35] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|23.97|C|2026-04-03T20:51:35Z TX=OK DATA

[2026-04-03 15:51:35] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|386.08|W|2026-04-03T20:51:35Z     TX=OK DATA

[2026-04-03 15:51:35] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.49|Hz|2026-04-03T20:51:35Z   TX=OK DATA

[2026-04-03 15:51:36] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|22.68|C|2026-04-03T20:51:36Z TX=OK DATA

[2026-04-03 15:51:36] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:51:36Z TX=OK DATA

[2026-04-03 15:51:37] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|54.17|C|2026-04-03T20:51:37Z TX=OK DATA

[2026-04-03 15:51:37] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.56|Hz|2026-04-03T20:51:37Z   TX=OK DATA

[2026-04-03 15:51:37] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:51:37Z                TX=OK HEARTBEAT

[2026-04-03 15:51:38] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|50.05|%|2026-04-03T20:51:38Z    TX=OK DATA

[2026-04-03 15:51:38] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.68|Hz|2026-04-03T20:51:38Z   TX=OK DATA

[2026-04-03 15:51:38] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|53.2|C|2026-04-03T20:51:38Z  TX=OK DATA

[2026-04-03 15:51:40] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|283.73|W|2026-04-03T20:51:40Z     TX=OK DATA

[2026-04-03 15:51:40] IP=127.0.0.1          PORT=36680  RX=HEARTBEAT|sensor-04|2026-04-03T20:51:40Z                TX=OK HEARTBEAT

[2026-04-03 15:51:40] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|21.86|C|2026-04-03T20:51:40Z TX=OK DATA

[2026-04-03 15:51:40] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.49|Hz|2026-04-03T20:51:41Z   TX=OK DATA

[2026-04-03 15:51:41] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:51:41Z TX=OK DATA

[2026-04-03 15:51:42] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|56.77|C|2026-04-03T20:51:42Z TX=OK DATA

[2026-04-03 15:51:42] IP=127.0.0.1          PORT=36688  RX=-                                                       TX=ALERT|HIGH_HUMIDITY|sensor-05|91.85|%|threshold=90.0

[2026-04-03 15:51:42] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|91.85|%|2026-04-03T20:51:42Z    TX=OK DATA

[2026-04-03 15:51:42] IP=127.0.0.1          PORT=36688  RX=HEARTBEAT|sensor-05|2026-04-03T20:51:42Z                TX=OK HEARTBEAT

[2026-04-03 15:51:42] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|22.7|C|2026-04-03T20:51:42Z  TX=OK DATA

[2026-04-03 15:51:42] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.44|Hz|2026-04-03T20:51:42Z   TX=OK DATA

[2026-04-03 15:51:43] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|65.53|C|2026-04-03T20:51:43Z TX=OK DATA

[2026-04-03 15:51:44] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|401.87|W|2026-04-03T20:51:44Z     TX=OK DATA

[2026-04-03 15:51:44] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.63|Hz|2026-04-03T20:51:44Z   TX=OK DATA

[2026-04-03 15:51:45] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|51.62|C|2026-04-03T20:51:45Z TX=OK DATA

[2026-04-03 15:51:45] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:51:45Z                TX=OK HEARTBEAT

[2026-04-03 15:51:45] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|23.81|C|2026-04-03T20:51:45Z TX=OK DATA

[2026-04-03 15:51:45] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:51:45Z                TX=OK HEARTBEAT

[2026-04-03 15:51:46] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|57.16|C|2026-04-03T20:51:46Z TX=OK DATA

[2026-04-03 15:51:46] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|39.53|%|2026-04-03T20:51:46Z    TX=OK DATA

[2026-04-03 15:51:46] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.61|Hz|2026-04-03T20:51:46Z   TX=OK DATA

[2026-04-03 15:51:46] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:51:46Z                TX=OK HEARTBEAT

[2026-04-03 15:51:46] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:51:46Z TX=OK DATA

[2026-04-03 15:51:46] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|543.52|W|2026-04-03T20:51:46Z     TX=OK DATA

[2026-04-03 15:51:46] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|22.04|C|2026-04-03T20:51:46Z TX=OK DATA

[2026-04-03 15:51:48] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|61.24|C|2026-04-03T20:51:48Z TX=OK DATA

[2026-04-03 15:51:48] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|28.36|C|2026-04-03T20:51:48Z TX=OK DATA

[2026-04-03 15:51:49] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.72|Hz|2026-04-03T20:51:49Z   TX=OK DATA

[2026-04-03 15:51:49] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|35.17|%|2026-04-03T20:51:49Z    TX=OK DATA

[2026-04-03 15:51:49] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|54.92|C|2026-04-03T20:51:49Z TX=OK DATA

[2026-04-03 15:51:50] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:51:50Z TX=OK DATA

[2026-04-03 15:51:50] IP=127.0.0.1          PORT=36696  RX=HEARTBEAT|sensor-06|2026-04-03T20:51:50Z                TX=OK HEARTBEAT

[2026-04-03 15:51:50] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|313.21|W|2026-04-03T20:51:50Z     TX=OK DATA

[2026-04-03 15:51:50] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.34|Hz|2026-04-03T20:51:50Z   TX=OK DATA

[2026-04-03 15:51:51] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|21.79|C|2026-04-03T20:51:51Z TX=OK DATA

[2026-04-03 15:51:51] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.3|Hz|2026-04-03T20:51:51Z    TX=OK DATA

[2026-04-03 15:51:51] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|55.02|C|2026-04-03T20:51:51Z TX=OK DATA

[2026-04-03 15:51:52] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|56.54|%|2026-04-03T20:51:52Z    TX=OK DATA

[2026-04-03 15:51:52] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|593.22|W|2026-04-03T20:51:52Z     TX=OK DATA

[2026-04-03 15:51:53] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|26.95|C|2026-04-03T20:51:53Z TX=OK DATA

[2026-04-03 15:51:53] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.02|Hz|2026-04-03T20:51:53Z   TX=OK DATA

[2026-04-03 15:51:54] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|53.43|C|2026-04-03T20:51:54Z TX=OK DATA

[2026-04-03 15:51:54] IP=127.0.0.1          PORT=36682  RX=HEARTBEAT|sensor-02|2026-04-03T20:51:54Z                TX=OK HEARTBEAT

[2026-04-03 15:51:54] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.15|Hz|2026-04-03T20:51:54Z   TX=OK DATA

[2026-04-03 15:51:54] IP=127.0.0.1          PORT=36668  RX=HEARTBEAT|sensor-03|2026-04-03T20:51:54Z                TX=OK HEARTBEAT

[2026-04-03 15:51:55] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|WARNING|state|2026-04-03T20:51:55Z TX=OK DATA

[2026-04-03 15:51:55] IP=127.0.0.1          PORT=36682  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-02|88.91|C|threshold=80.0

[2026-04-03 15:51:55] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|88.91|C|2026-04-03T20:51:55Z TX=OK DATA

[2026-04-03 15:51:55] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|27.82|C|2026-04-03T20:51:55Z TX=OK DATA

[2026-04-03 15:51:55] IP=127.0.0.1          PORT=36676  RX=HEARTBEAT|sensor-01|2026-04-03T20:51:55Z                TX=OK HEARTBEAT

[2026-04-03 15:51:55] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|261.09|W|2026-04-03T20:51:55Z     TX=OK DATA

[2026-04-03 15:51:55] IP=127.0.0.1          PORT=36680  RX=HEARTBEAT|sensor-04|2026-04-03T20:51:55Z                TX=OK HEARTBEAT

[2026-04-03 15:51:56] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|52.92|C|2026-04-03T20:51:56Z TX=OK DATA

[2026-04-03 15:51:56] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|57.44|%|2026-04-03T20:51:56Z    TX=OK DATA

[2026-04-03 15:51:56] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|3.79|Hz|2026-04-03T20:51:56Z   TX=OK DATA

[2026-04-03 15:51:57] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|28.83|C|2026-04-03T20:51:57Z TX=OK DATA

[2026-04-03 15:51:58] IP=127.0.0.1          PORT=36680  RX=-                                                       TX=ALERT|HIGH_ENERGY|sensor-04|1126.89|W|threshold=800.0

[2026-04-03 15:51:58] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|1126.89|W|2026-04-03T20:51:58Z    TX=OK DATA

[2026-04-03 15:51:58] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|53.61|C|2026-04-03T20:51:58Z TX=OK DATA

[2026-04-03 15:51:59] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|2.08|Hz|2026-04-03T20:51:59Z   TX=OK DATA

[2026-04-03 15:51:59] IP=127.0.0.1          PORT=36696  RX=DATA|sensor-06|operational|OK|state|2026-04-03T20:51:59Z TX=OK DATA

[2026-04-03 15:51:59] IP=127.0.0.1          PORT=36676  RX=-                                                       TX=ALERT|HIGH_TEMP|sensor-01|82.16|C|threshold=80.0

[2026-04-03 15:51:59] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|82.16|C|2026-04-03T20:51:59Z TX=OK DATA

[2026-04-03 15:52:00] IP=127.0.0.1          PORT=36688  RX=DATA|sensor-05|humidity|57.65|%|2026-04-03T20:52:00Z    TX=OK DATA

[2026-04-03 15:52:00] IP=127.0.0.1          PORT=36688  RX=HEARTBEAT|sensor-05|2026-04-03T20:52:00Z                TX=OK HEARTBEAT

[2026-04-03 15:52:00] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|67.5|C|2026-04-03T20:52:00Z  TX=OK DATA

[2026-04-03 15:52:01] IP=127.0.0.1          PORT=36668  RX=DATA|sensor-03|vibration|1.0|Hz|2026-04-03T20:52:01Z    TX=OK DATA

[2026-04-03 15:52:01] IP=127.0.0.1          PORT=36680  RX=DATA|sensor-04|energy|562.49|W|2026-04-03T20:52:01Z     TX=OK DATA

[2026-04-03 15:52:01] IP=127.0.0.1          PORT=36676  RX=DATA|sensor-01|temperature|25.8|C|2026-04-03T20:52:01Z  TX=OK DATA

[2026-04-03 15:52:01] IP=127.0.0.1          PORT=36682  RX=DATA|sensor-02|temperature|59.16|C|2026-04-03T20:52:01Z TX=OK DATA

